PREFIX,qudt,http://qudt.org/schema/qudt/,,"Prefix for ""Quantity, Unit, Dimension and Type"" schema that is used to model physical units.",,,,,,,,,,,,,,,,,,,,,,
PREFIX,unit,http://qudt.org/vocab/unit/,,"Prefix for QUDT Vocabulary of Units which terms we will use to semantically define units of measurements for terms (i.e., variables) we are defining ",,,,,,,,,,,,,,,,,,,,,,
Metadata about vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
dct:title,LD Base vocabulary,Title of the vocabulary,,,,,,,,,,,,,,,,,,,,,,2023-12-22,,
skos:prefLabel,LD Base vocabulary,Preferred label of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
owl:ontologyIRI,http://purl.org/m4m/,IRI of the ontology,,,,,,,,,,,,,,,,,,,,,,,,
foaf:homepage,,Home page of community creating vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:identifier,,External identifier for the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
omv:acronym,,Acronym used for the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:description,,Description of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
omv:resourceLocator,,URL locating the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:creator,,"ORCID of the creator of the vocabulary, can be multiple (use separate lines)",,,,,,,,,,,,,,,,,,,,,,,,
dct:contributor,,ORCID of the contributor,,,,,,,,,,,,,,,,,,,,,2023-11-14,,,
voaf:hasEquivalencesWith,,vocabularies to which terms of this vocabulary are aligned with,,,,,,,,,,,,,,,,,,,,,,,,
omv:keywords,descriptors that apply to the project methodologies ,Description of the controlled vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:publisher,,ROR or name of the responsible party for the publication of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
omv:knownUsage,,Usage of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:audience,http://schema.org/Researcher,Audience of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:subject,Project page ,Main subject of the vocabulary,,,,,,,,,,,,,,,,,,,,,2023-11-14,,,
doap:repository,,Vocabulary repository where this vocabulary is uploaded,,,,,,,,,,,,,,,,,,,,,2023-11-14,,,
schema:includedInDataCatalog,,Vocabulary repository where this vocabulary is uploaded,,,,,,,,,,,,,,,,,,,,,,,,
dct:language,en,Language of metadata and vocabulary terms,,,,,,,,,,,,,,,,,,,,,,,,
voaf:metadataVoc,,Vocabulary used to describe the metadata of the vocabulary,,,,,,,,,,,,,,,,,,,,,,,,
dct:license,https://spdx.org/licenses/CC-BY-4.0.html,License under which the vocabulary is provided,,,,,,,,,,,,,,,,,,,,,,,,
owl:versionInfo,0.0.1,Vocabulary version,,,,,,,,,,,,,,,,,,,,,,,,
dct:created^^xsd:datetime,2023-11-14T00:00:00+00:00,Date when vocabulary was initially created,,,,,,,,,,,,,,,,,,,,,,,,
dct:modified^^xsd:datetime,,Automatic update when vocabulary is updated,,,,,,,,,,,,,,,,,,,,,,,,
Definition of terms,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Identifier,"skos:prefLabel@en(id=""label"")","skos:altLabel(separator="","")",skos:notation,skos:definition@en,"dct:source(separator="","")","skos:broader(separator="","")",rdf:type,owlsameAs,"skos:exactMatch(separator="","")","skos:closeMatch(separator="","")","skos:broadMatch(separator="","")",iop:hasProperty,iop:hasObjectOfInterest,iop:hasMatrix,"iop:hasContextObject(separator="","")","iop:hasConstraint(separator="","")","puv:statistic(separator="","")","puv:usesMethod(separator="","")","sosa:madeBySensor(separator="","")","puv:uom(separator="","")",owl:deprecated^^xsd:boolean,skos:editorialNote@en,dct:created^^xsd:date,dct:modified^^xsd:date,"dct:creator(separator="","")","dct:contributor(separator="","")"
vocab:1000,institution,,,,,,,,,,,,,,,,,,,,,,2023-11-23,2023-12-15,,
vocab:1001,public,,,,,vocab:1000,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1002,private,,,,,vocab:1000,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1003,other,,,,,"vocab:1000,vocab:1038,vocab:1034,vocab:1028,vocab:1064,vocab:1057,vocab:1252,vocab:1244,vocab:1263,vocab:1259,vocab:1278,vocab:1172,vocab:1291,vocab:1299, vocab:1304,vocab:1319,vocab:1312,vocab:1333,vocab:1366;vocab:1367",,,,,,,,,,,,,,,,,2023-11-21,2024-01-24,,
vocab:1004,time frequency,,,,,,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1005,only once,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1006,annual,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1007,biennial,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1008,triennial,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1009,quadrennial,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1010,quinquennial,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1011,two times a year,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1012,three times a year,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1013,quarterly,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1014,bimonthly,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1015,weekly,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1016,daily,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1017,until the number of the participants or samples are recruited/collected,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,2023-12-15,,
vocab:1018,European level,,,,,vocab:1047,,,,,,,,,,,,,,,,,,2023-12-15,,
vocab:1019,irregular time spacing,,,,,vocab:1004,,,,,,,,,,,,,,,,,2023-11-21,2023-12-15,,
vocab:1020,degree of urbanisation,,,,,,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1021,densely populated area (cities),,,,,vocab:1020,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1022,intermediate desity area (towns or suburbs),,,,,vocab:1020,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1023,thinly populated area (rural area),,,,,vocab:1020,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1024,probabilistic selection,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1025,simple random,,,,,vocab:1028,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1026,stratified random,,,,,vocab:1028,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1027,cluster,,,,,vocab:1028,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1028,systematic ,,,,,vocab:1028,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1029,not applicable,,,,,"vocab:1028,vocab:1034;vocab1028",,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1030,non-probabilitstic selection,,,,,,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1031,convenience,,,,,vocab:1030,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1032,quota,,,,,vocab:1030,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1033,purposive,,,,,vocab:1030,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1034,study design,,,,,,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1035,cross-sectional survey,,,,,vocab:1034,,,,,,,,,,,,,,,,,2023-11-22,,,
vocab:1036,case-control,,,,,vocab:1034,,,,,,,,,,,,,,,,,2023-11-22,,,
vocab:1037,longitudinal (cohort),,,,,vocab:1034,,,,,,,,,,,,,,,,,2023-11-22,,,
vocab:1038,study setting,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1039,occupationally exposed population,,,,,vocab:1038,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1040,hotspot residents,,,,,vocab:1038,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1041,general population,,,,,vocab:1038,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1042,seasonal coverage,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1043,summer,,,,,vocab:1042,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1044,spring,,,,,vocab:1042,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1045,autumn,,,,,vocab:1042,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1046,winter,,,,,vocab:1042,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1047,implementation level,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1048,international level,,,,,vocab:1047,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1049,national level,,,,,vocab:1047,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1050,regional level,,,,,vocab:1047,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1051,local level,,,,,vocab:1047,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1052,level of data granularity,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1053,single measurement data (pseudonymized),,,,,vocab:1052,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1054,single measurement data (anonymized),,,,,vocab:1052,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1055,aggregated data,,,,,vocab:1052,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1056,metadata only,,,,,vocab:1052,,,,,,,,,,,,,,,,,2023-11-21,2023-12-14,,
vocab:1057,status,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1058,concluded,,,,,vocab:1057,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1059,ongoing,,,,,vocab:1057,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1060,planned,,,,,vocab:1057,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1061,HBM type,,,,,,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1062,research object,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1063,surveillance project,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1064,monitoring project,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,2023-12-07,,
vocab:1065,policy / legislation,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1066,development of tools/guideles/training material,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1067,quality control/quality assurance,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1068,improving health services delivery infrasturcte,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-21,,,
vocab:1069,health promotion,,,,,vocab:1062,,,,,,,,,,,,,,,,,2023-11-26,,,
vocab:1097,matrix,,,,,,,,,,,,,,,,,,,,,,,,,
vocab:1098,air matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1099,sediment matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1100,soil matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1101,water matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1102,biota matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1103,deposition matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1104,whole air,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1105,gas phase,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1106,TSP,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1107,PM 10,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1108,PM 2.5,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1109,PM 5,,,,,vocab:1098,,,,,,,,,,,,,,,,,,,,
vocab:1110,surface,,,,,vocab:1099,,,,,,,,,,,,,,,,,,,,
vocab:1111,sewage sludge,,,,,vocab:1099,,,,,,,,,,,,,,,,,,,,
vocab:1112,stratified,,,,,vocab:1099,,,,,,,,,,,,,,,,,,,,
vocab:1113,surface,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1114,topsoil,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1115,subsoil A,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1116,subsoil B,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1117,horizon A,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1118,horizon B,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1119,horizon C,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1120,horizon E,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1121,horizon G,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1122,horizon M,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1123,horizon O,,,,,vocab:1100,,,,,,,,,,,,,,,,,,,,
vocab:1124,coastal,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1125,brackish,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1126,ocean,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1127,surface freshwater,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1128,surface freshwater - reservoir,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1129,surface freshwater - river,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1130,ground water,,,,,vocab:1101,,,,,,,,,,,,,,,,,,,,
vocab:1131,fish,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1132,barley,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1133,grass,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1134,hop,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1135,moss,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1136,mustard,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1137,maize,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1138,oat,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1139,peat moss,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1140,pine,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1141,potato,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1142,rape,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1143,soya,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1144,sunflover,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1145,spruce,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1146,triticale,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1147,wheat,,,,,vocab:1102,,,,,,,,,,,,,,,,,,,,
vocab:1148,dry,,,,,vocab:1103,,,,,,,,,,,,,,,,,,,,
vocab:1149,mixed,,,,,vocab:1103,,,,,,,,,,,,,,,,,,,,
vocab:1150,wet,,,,,vocab:1103,,,,,,,,,,,,,,,,,,,,
vocab:1151,blood-whole blood ,,BWB,Blood-whole blood,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1152,blood -plasma ,,BP,Blood -plasma,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1153,blood -serum ,,BS,Blood -serum,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1154,cord blood-whole blood ,,CBWB,Cord blood-whole blood,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1155,cord blood-plasma ,,CBP,Cord blood-plasma,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1156,cord blood-serum ,,CBS,Cord blood-serum,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1157,urine-spot ,,US,Urine-spot,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1158,urine-24h ,,UD,Urine-24h,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1159,urine-morning urine ,,UM,Urine-morning urine,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1160,saliva and/or sputum ,,SA,Saliva and or sputum,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1161,semen ,,SEM,Semen,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1162,hair,,H,Hair,,vocab:1172,,,,,,,,,,,,,,,,,,2024-01-10,,
vocab:1163,exhaled breath condensate,,EBC,Exhaled breath condensate,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1164,red blood cells,,RBC,Red blood cells,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1165,breast milk,,BM,Breast milk,,vocab:1172,,,,,,,,,,,,,,,,,########,,,
vocab:1166,adipose tissue/fat,,ADI,Adipose tissue/fat,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1167,all toe nails,,ATN,All toe nails,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1168,big toe nails,,BTN,Big toe nails,,vocab:1172,,,,,,,,,,,,,,,,,########,,,
vocab:1169,dermal wipes,,DW,Dermal wipes,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1170,amniotic fluid,,AF,Amniotic fluid,,vocab:1172,,,,,,,,,,,,,,,,,########,,,
vocab:1171,placenta tissue,,PLT,Placenta tissue,,vocab:1172,,,,,,,,,,,,,,,,,,,,
vocab:1172,human matrix,,,,,vocab:1097,,,,,,,,,,,,,,,,,########,2024-01-10,,
vocab:1173,variable,,,,,,,,,,,,,,,,,,,,,,,,,
vocab:1174,soil erosion in arable land with a slope of 4 to 8 percent in catchment,,,,,vocab:1173,iop:Variable,,,,,http://qudt.org/vocab/quantitykind/MassPerAreaTime,http://vocabs.lter-europe.net/EnvThes/24,http://vocabs.lter-europe.net/EnvThes/30330,http://vocabs.lter-europe.net/EnvThes/10092,"vocab:1176,vocab:1177",,,,,,,########,,,
vocab:1175,constraint,,,,,,,,,,,,,,,,,,,,,,2023-11-29,,,
vocab:1176,arable,,,,,vocab:1175,,,,,,,,,,,,,,,,,2023-11-29,,,
vocab:1177,slope 4 to 8 percent,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,2023-11-29,,
vocab:1178,education level of the mother of the study participant,,,,,vocab:1173,iop:Variable,,,,,vocab:1204,vocab:1206,,vocab:1207,vocab:1208,,,,,,,########,,,
vocab:1179,mass per volume concentration of pcb52 in a house dust sample,,,,,vocab:1173,iop:Variable,,,,,http://qudt.org/vocab/quantitykind/MassConcentration,http://purl.obolibrary.org/obo/CHEBI_34206,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C84281,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41194,vocab:1197,,,,,,,########,,,
vocab:1180,concentration of pcb118 in air,,,,,vocab:1173,iop:Variable,,,,,http://qudt.org/vocab/quantitykind/MassConcentration,http://purl.obolibrary.org/obo/CHEBI_81520,vocab:1098,,,,,,,,,########,,,
vocab:1181,percentage of total organic carbon in sediment,,,,,vocab:1173,iop:Variable,,,,,http://vocabs.lter-europe.net/EnvThes/22183,http://vocabs.lter-europe.net/EnvThes/20813,http://vocabs.lter-europe.net/EnvThes/20899,,,,,,,,,########,,,
vocab:1182,weight per volume concentration of chlorophyll-a in a water column,,,,,vocab:1173,iop:Variable,,,,,http://vocabs.lter-europe.net/EnvThes/10073,http://vocabs.lter-europe.net/EnvThes/20785,http://vocabs.lter-europe.net/EnvThes/20538,,http://vocabs.lter-europe.net/EnvThes/20924,,,,,,,2023-11-26,,,
vocab:1183,concentration of leukocytes in the gut of a patient,,,,,vocab:1173,iop:Variable,,,,,http://qudt.org/vocab/quantitykind/Concentration,http://purl.bioontology.org/ontology/MESH/D007962,http://purl.jp/bio/11/meo/MEO_0000468,http://purl.bioontology.org/ontology/SNOMEDCT/116154003,"http://purl.bioontology.org/ontology/ICD10CM/G93.32, http://purl.bioontology.org/ontology/MESH/D007107",,,,,,,########,,,
vocab:1184,specific surface area of nanomaterials,,,,,vocab:1173,iop:Variable,,,,,,http://purl.bioontology.org/ontology/npo#NPO_199,,,,,,,,,,2023-11-26,,,
vocab:1185,mass concentration of aldrin in air,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1186,mass concentration of NPs in medium at well bottom,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1187,concentration range of chemical agent in DMEM in cells,,,,,vocab:1173,iop:Variable,,,,,,http://vocabs.lter-europe.net/EnvThes/20748,,,,,,,,,,########,,,
vocab:1188,mass per volume concentration of lead in river water,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1189,pH value of soil,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1190,mass per volume concentration of toluene in a persons morning urine,,,,,vocab:1173,iop:Variable,,,,,,https://vocabulary.actris.nilu.no/actris_vocab/toluene,,,vocab:1202,,,,,,,########,,,
vocab:1191,frequency of dietary meat consumption in a person,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1192,pressure of air in atmosphere at 2m height,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1193,concentration of nitrate in running water,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1194,concentration of NO2 in the organic horizon of soil,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1195,chemical reactivity of natural organic matter extracted from river surface water,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1196,turbidity of river water,,,,,vocab:1173,iop:Variable,,,,,,,,,,,,,,,,########,,,
vocab:1197,settled,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,,,
vocab:1198,DMEM,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,2023-11-29,,
vocab:1199,medium,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,,,
vocab:1200,neuroblastoma,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,,,
vocab:1201,differentiated,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,,,
vocab:1202,morning,,,,,vocab:1175,,,,,,,,,,,,,,,,,########,,,
vocab:1203,property,,,,,,,,,,,,,,,,,,,,,,########,,,
vocab:1204,education level,,,,,vocab:1203,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17953,,,,,,,,,,,,,,########,,,
vocab:1205,entity,,,,,,,,,,,,,,,,,,,,,,########,,,
vocab:1206,person,,,,,vocab:1205,,,http://xmlns.com/foaf/0.1/Person,,,,,,,,,,,,,,########,,,
vocab:1207,study,,,,,vocab:1205,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63536,,,,,,,,,,,,,,########,,,
vocab:1208,mother of participant,,,,,vocab:1175,,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25189,,,,,,,,,,,,,2023-11-26,,,
vocab:1209,clinical (patient) population,,,,,vocab:1038,,,,,,,,,,,,,,,,,########,2023-12-18,,
vocab:1210,pregnant women,,,,,vocab:1038,,,,,,,,,,,,,,,,,,2023-12-07,,
vocab:1211,sex at birth,,,,,,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1212,female,,,,,vocab:1211,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1213,male,,,,,vocab:1211,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1214,lifestyle information variable,,,,,vocab:1173,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1215,smoke behaviour,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-28,,
vocab:1216,alcohol consumption,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1217,occupation,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1218,cosmetic use,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1219,time activity pattern,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-18,,
vocab:1220,sociodemographic variable,,,,,vocab:1214,,,,,,,,,,,,,,,,,,2023-12-18,,
